epoch,train_loss,val_loss,lr
1,1.0245846277980322,1.2537533299489454,0.001
2,0.955462584232208,1.2266082867709074,0.001
3,0.9286545395898328,1.2196590586142106,0.001
4,0.8879318319892279,1.2058830146356063,0.001
5,0.8706021629102817,1.238334528316151,0.001
6,0.8516415100860294,1.1895382563634351,0.001
7,0.8457706622301541,1.2242101855711502,0.001
8,0.8506888399167563,1.2389083765853535,0.001
9,0.8360324696426059,1.2031662209467455,0.001
10,0.8481191104353182,1.3109101035378197,0.001
11,0.8387311636835266,1.2130279233238914,0.001
12,0.8248936897785251,1.204355702942068,0.001
13,0.8098297013900436,1.2098873672702095,0.001
14,0.8356768827965028,1.280476667989384,0.0005
15,0.7912105083559962,1.2032928788661956,0.0005
16,0.7611957808288429,1.1966379688002846,0.0005
17,0.747881909282266,1.2217602375420658,0.0005
18,0.7340902260439035,1.219658486734737,0.0005
19,0.7090345547488069,1.2438606443188407,0.0005
20,0.7268060856363836,1.2624683617461812,0.0005
21,0.7475714504907552,1.2705464480681854,0.0005
