epoch,train_loss,val_loss,lr
1,0.9846939578041293,0.9592175539852916,0.001
2,0.9556256464039113,1.0977777329044065,0.001
3,0.9609965569213362,0.9776182705941407,0.001
4,0.9298227775360132,0.9642687958219777,0.001
5,0.9474871823276255,0.9594204319991927,0.001
6,0.8925026301705875,0.9943919009056644,0.001
7,0.8902104472512327,0.9661161281924316,0.001
8,0.8753064759898261,0.9800486344358196,0.001
9,0.8731906049259077,0.9825835668522379,0.0005
10,0.8859960891846979,0.9816567211047463,0.0005
11,0.864352384858327,0.9571607778037804,0.0005
12,0.8489344765899309,0.9880796778893125,0.0005
13,0.8225816606723172,0.9850105496420376,0.0005
14,0.8218912779344745,0.9892823501773502,0.0005
15,0.8058367939401501,0.9967431965945424,0.0005
16,0.8154443209103606,0.9952188639537148,0.0005
17,0.8175159484054012,1.0110685656899991,0.0005
18,0.8081391198966029,1.004895219768303,0.0005
19,0.8367463354996703,1.0081973006759866,0.00025
20,0.7943335946426031,0.9848550268705341,0.00025
21,0.7786934645582073,0.9715644043424855,0.00025
22,0.7734296592628166,1.0043277775031934,0.00025
23,0.7609745874201838,1.0041670518508856,0.00025
24,0.7765787223160079,1.0034305634705916,0.00025
25,0.7435867636455722,1.007773302603459,0.00025
26,0.7435751589784863,1.0510634032712467,0.00025
