epoch,train_loss,val_loss,lr
1,1.062315761533558,1.1853863552212716,0.001
2,1.0202925765616262,1.0720062234572,0.001
3,1.0388011280288043,1.0646873963730676,0.001
4,1.0143315282642331,1.081832563664232,0.001
5,0.9631622693477533,1.0583068550697394,0.001
6,0.9166123021362175,1.0577844816659179,0.001
7,1.0111272406374288,1.066804029153926,0.001
8,0.9566566016938951,1.103349822972502,0.001
9,0.8965275226495205,1.1352778879659517,0.001
10,0.8867808570209731,1.1854957084570612,0.001
11,0.9072847070856991,1.2158008826630455,0.001
12,0.7808290577342367,1.1783748833196503,0.001
13,0.900886670137063,1.1421617737838201,0.0005
14,0.8818453927325387,1.1606345747198377,0.0005
15,0.8278009687733446,1.1613586334245545,0.0005
16,0.8782092821903718,1.154979603631156,0.0005
17,0.8323720540755835,1.1410578955497062,0.0005
18,0.8451171828131391,1.1149812400341035,0.0005
19,0.8521359109470987,1.0861419041241918,0.0005
20,0.8722985982894897,1.089828283871923,0.00025
21,0.7813384502361982,1.0924997940659522,0.00025
