epoch,train_loss,val_loss,lr
1,0.9833983377105927,1.2396062523668463,0.001
2,0.9838837313208425,1.2502216510339217,0.001
3,0.9262312607970958,1.2280402001467619,0.001
4,0.908086590439388,1.2046795453808525,0.001
5,0.8918033527270821,1.2222354238683528,0.001
6,0.8592265635516468,1.2077662545984442,0.001
7,0.8485704906290709,1.2295179255442186,0.001
8,0.8526730046372327,1.2172788521376523,0.001
9,0.8585902134152698,1.2553292486884378,0.001
10,0.826254382245803,1.2238928592205047,0.001
11,0.8040192184567169,1.2475880187208002,0.001
12,0.8370511922115196,1.2339855288375507,0.0005
13,0.8184110617835845,1.2110328995097768,0.0005
14,0.78148250792674,1.2111221870509061,0.0005
15,0.7733231857006077,1.2101474126902494,0.0005
16,0.7732321649483056,1.2190592752803455,0.0005
17,0.7604054612530099,1.2163035482710058,0.0005
18,0.7528693183300897,1.2128662360798228,0.0005
19,0.7505879984993078,1.2010016162828965,0.0005
20,0.7404611774219564,1.2478946803916584,0.0005
21,0.7381273948381746,1.2206591326540166,0.0005
22,0.7378663245119561,1.2039639563993974,0.0005
23,0.7162536744880752,1.2674357125975868,0.0005
24,0.7036313377527236,1.2384596109390258,0.0005
25,0.7059662003462407,1.215436662977392,0.0005
26,0.7250694904361371,1.2832369859652086,0.0005
27,0.7085341732131991,1.2672746167399667,0.00025
28,0.7135213493876106,1.289886762120507,0.00025
29,0.6689054297249372,1.2785570800304413,0.00025
30,0.6674660750777591,1.314909939332442,0.00025
31,0.6612895104565133,1.3508926114169033,0.00025
32,0.65899182196562,1.3650202009894632,0.00025
33,0.648502435225489,1.3310909568179738,0.00025
34,0.6373081314403295,1.4099743635004216,0.00025
