epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_balanced_accuracy,lr
1,2.4389400528610605,1.0739347260931265,0.4149443561208267,0.7681159420289855,0.34722222222222215,0.001
2,1.1223528584160372,1.0799215427343396,0.3863275039745628,0.31521739130434784,0.4130116959064328,0.001
3,1.0667180383906645,1.0478503462197124,0.45310015898251194,0.7463768115942029,0.3508771929824561,0.001
4,1.0442433943809122,1.0485511793606523,0.5961844197138315,0.4492753623188406,0.47953216374269,0.001
5,0.9941934885394971,1.0588692357574685,0.5786963434022258,0.44565217391304346,0.4159356725146199,0.001
6,0.9706866783349047,1.0927605205687925,0.5524642289348172,0.6086956521739131,0.43201754385964913,0.001
7,0.9095231447197106,1.0568238466546156,0.5890302066772655,0.6014492753623188,0.391812865497076,0.001
8,0.9021577973907816,1.117208301589109,0.5596184419713831,0.7065217391304348,0.4590643274853801,0.001
9,0.8767116013884734,1.1268120373504749,0.595389507154213,0.5942028985507246,0.3888888888888889,0.001
10,0.8099627364989495,1.1347842363343723,0.6406995230524642,0.5688405797101449,0.39108187134502925,0.001
11,0.7079572144344994,1.3436689683492633,0.6589825119236884,0.6268115942028986,0.37719298245614036,0.0005
12,0.6824394493157989,1.366485635439555,0.6875993640699523,0.6847826086956522,0.40058479532163743,0.0005
13,0.6084613646062266,1.4146157131678816,0.7241653418124007,0.7355072463768116,0.38377192982456143,0.0005
14,0.5775061171081373,1.3899966625199802,0.760731319554849,0.7137681159420289,0.3501461988304093,0.0005
15,0.5292331465477026,1.5379218938557997,0.775039745627981,0.7318840579710145,0.3823099415204678,0.0005
16,0.5123263153681362,1.731525556764741,0.7647058823529411,0.717391304347826,0.33918128654970764,0.0005
17,0.5001068919754939,1.7328763370928557,0.7901430842607313,0.7065217391304348,0.34722222222222227,0.0005
18,0.4433773956446655,1.8943615614072136,0.7885532591414944,0.7536231884057971,0.32894736842105265,0.0005
19,0.49023381532991633,1.9089571928632432,0.7853736089030207,0.7282608695652174,0.3559941520467836,0.00025
