epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_balanced_accuracy,lr
1,2.0026375663794465,1.1590073235353267,0.433240611961057,0.6920980926430518,0.34503280969981526,0.001
2,1.1074496494380754,1.1334462458171377,0.45479833101529904,0.5613079019073569,0.3484691751087277,0.001
3,1.0716386429955134,1.0989388825133322,0.44506258692628653,0.7193460490463215,0.35809911153073326,0.001
4,1.0193776381363955,1.1751653556927673,0.5132127955493742,0.6920980926430518,0.36188225410391145,0.001
5,1.0352522141412832,1.189855359880411,0.5180806675938804,0.6948228882833788,0.38653680189013184,0.001
6,1.0199995609583212,1.3068776845282364,0.433240611961057,0.6512261580381471,0.3731734494317107,0.001
7,0.9949933794509718,1.3175655847024528,0.5250347705146036,0.6512261580381471,0.35752791065449935,0.001
8,0.9264629506434784,1.3333361727015525,0.5305980528511822,0.5776566757493188,0.36240699992606445,0.001
9,0.904358226500234,1.6409945981703922,0.5486787204450626,0.6294277929155313,0.36247962684159934,0.001
10,0.8746880394029684,1.5902941123016523,0.5611961057023644,0.6103542234332425,0.3541759494987761,0.001
11,0.870067832367145,1.7105968823549857,0.5257301808066759,0.6539509536784741,0.345274899418265,0.001
12,0.8294632843538849,1.4409109753548937,0.5778859527121002,0.45776566757493187,0.3336807647941354,0.001
13,0.7755147679624703,1.7311490192725159,0.566759388038943,0.5749318801089919,0.33995874006041776,0.001
14,0.7702807960656157,1.907271919198517,0.5681502086230876,0.662125340599455,0.3454234247320165,0.0005
15,0.7451218648480772,1.794626380182417,0.5716272600834492,0.6566757493188011,0.354283908427274,0.0005
16,0.7306692591131314,1.8224557303602753,0.5945757997218358,0.6539509536784741,0.3609204381954763,0.0005
17,0.6465586027614928,1.8562648257377687,0.6300417246175244,0.670299727520436,0.3511884315138001,0.0005
18,0.6443051212520361,1.889488621693541,0.6328233657858137,0.6430517711171662,0.35276528616640457,0.0005
19,0.6520530590593234,1.742342266789574,0.6237830319888734,0.547683923705722,0.3112468994522884,0.0005
20,0.6104115541190199,2.0369897882685026,0.6536856745479833,0.6866485013623979,0.3639223507042521,0.0005
21,0.5981819606457367,2.028347101133591,0.6453407510431154,0.6430517711171662,0.3605880555550103,0.0005
22,0.5943851976633403,2.074264121640281,0.6502086230876217,0.6784741144414169,0.3681864012316478,0.0005
23,0.5765557278346617,2.1282162971652494,0.6801112656467315,0.6512261580381471,0.3450910420915505,0.0005
24,0.5399602304662219,2.222006192324272,0.6794158553546592,0.6648501362397821,0.3331704134957821,0.0005
25,0.5440523203291382,2.2877929191173583,0.7127955493741307,0.6294277929155313,0.34683408806438804,0.00025
26,0.48799132720485683,2.3896712854057958,0.7239221140472879,0.6811989100817438,0.3727828343995096,0.00025
27,0.47143036802720295,2.576404701461584,0.7190542420027817,0.6948228882833788,0.367481069565462,0.00025
28,0.5019790273631233,2.417705877600314,0.7329624478442281,0.667574931880109,0.36905792421806655,0.00025
