symbol,timestamp,sentiment_score,sentiment_confidence,sentiment_source_count,sentiment_freshness,sentiment_stale_flag,sentiment_missing,sentiment_dispersion,sentiment_novelty
TATASTEEL.NS,2026-02-18 09:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-19 03:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-19 04:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-19 05:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-19 06:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-19 07:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-19 08:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-19 09:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-20 03:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-20 04:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-20 05:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-20 06:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-20 07:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-20 08:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-20 09:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-23 03:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-23 04:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-23 05:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-23 06:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-23 07:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-23 08:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-23 09:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-24 03:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-24 04:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-24 05:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-24 06:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-24 07:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-24 08:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
TATASTEEL.NS,2026-02-24 09:45:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-27 04:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-27 05:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-27 06:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-27 07:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-27 08:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-27 09:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-27 10:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-28 04:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-28 05:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-28 06:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-28 07:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-28 08:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-28 09:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-28 10:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-29 04:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-29 05:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-29 06:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-29 07:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-29 08:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-29 09:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-29 10:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-30 04:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-30 05:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-30 06:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-30 07:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-30 08:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-30 09:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-01-30 10:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-03 04:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-03 05:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-03 06:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-03 07:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-03 08:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-03 09:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
