epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_balanced_accuracy,lr
1,0.4465718624500421,0.17272949950261549,0.3170926517571885,0.2581818181818182,0.31234950120399035,0.001
2,0.17535705574023458,0.17283042951063676,0.2987220447284345,0.18545454545454546,0.3333333333333333,0.001
3,0.17402534967603775,0.1713400601798838,0.20047923322683706,0.18545454545454546,0.3333333333333333,0.001
4,0.17466744128317116,0.17177930674769662,0.20047923322683706,0.18545454545454546,0.3333333333333333,0.001
5,0.1702213051696174,0.17028483499180186,0.19968051118210864,0.18545454545454546,0.3333333333333333,0.001
6,0.17155199438428725,0.18372420565648512,0.2012779552715655,0.18545454545454546,0.3333333333333333,0.001
7,0.1763689705548576,0.17238949450579558,0.20047923322683706,0.18545454545454546,0.3333333333333333,0.001
8,0.17447322326155898,0.17270628446882422,0.20047923322683706,0.18545454545454546,0.3333333333333333,0.001
9,0.1755446869249161,0.1727671783620661,0.20047923322683706,0.18545454545454546,0.3333333333333333,0.001
10,0.17152499547972086,0.1719862655617974,0.20047923322683706,0.18545454545454546,0.3333333333333333,0.001
11,0.16954279245850376,0.1747196207263253,0.20047923322683706,0.18545454545454546,0.3333333333333333,0.001
12,0.16726643456437718,0.17426498808644034,0.20047923322683706,0.18545454545454546,0.3333333333333333,0.001
13,0.16419606734388553,0.17625702202320098,0.2971246006389776,0.36727272727272725,0.3820089439284486,0.0005
14,0.1640453667591174,0.17766704526814547,0.4033546325878594,0.36727272727272725,0.3783969728242174,0.0005
15,0.16146135420654528,0.17647043206474997,0.420926517571885,0.3563636363636364,0.36240110079119364,0.0005
16,0.16121448400302435,0.17662487057122317,0.43210862619808305,0.3709090909090909,0.370485036119711,0.0005
17,0.15778237678848517,0.17934862440282648,0.4353035143769968,0.3418181818181818,0.3579291365669075,0.0005
18,0.1550988785851116,0.18369232892990112,0.444888178913738,0.3418181818181818,0.3651530787753698,0.0005
19,0.15442531677290275,0.1826594335382635,0.43210862619808305,0.3490909090909091,0.36738906088751283,0.0005
20,0.1532598969797357,0.18014133095741272,0.4488817891373802,0.36,0.37254901960784315,0.0005
21,0.15162417728203936,0.17893510867248882,0.4488817891373802,0.3527272727272727,0.3630890952872377,0.00025
22,0.15102240595573815,0.19357787213542244,0.46006389776357826,0.3381818181818182,0.38028895768833854,0.00025
23,0.14667266838181134,0.1915827534415505,0.46086261980830673,0.3418181818181818,0.36876504987960096,0.00025
24,0.14916087425174043,0.1892315658114173,0.46246006389776356,0.34545454545454546,0.3537354973887481,0.00025
25,0.1476385289202102,0.19331091723658822,0.46645367412140576,0.3490909090909091,0.37110735841385994,0.00025
26,0.14657295397676218,0.20033274244178426,0.4744408945686901,0.3381818181818182,0.36945304437564497,0.00025
27,0.1423903398287182,0.19893119465221057,0.4776357827476038,0.3381818181818182,0.36945304437564497,0.00025
28,0.14307397487350165,0.19330500505187295,0.4792332268370607,0.3236363636363636,0.33969728242174063,0.00025
