epoch,train_loss,val_loss,lr
1,1.0257156042591706,1.2700882402333347,0.001
2,0.9555207763912182,1.260931754545732,0.001
3,0.9299775128697064,1.2806158529628406,0.001
4,0.9376884712092283,1.2889793942191383,0.001
5,0.942414652526662,1.2422814312848178,0.001
6,0.8997725578476623,1.2481421650539746,0.001
7,0.9060260493385055,1.2387223867936568,0.001
8,0.8718119686360215,1.2538407949967818,0.001
9,0.8733407093209057,1.2485659865899519,0.001
10,0.8462563287437246,1.2369411834803494,0.001
11,0.8599501525637843,1.2466200293194163,0.001
12,0.8426180460184766,1.2825770575349982,0.001
13,0.8477429193570005,1.3284698018160734,0.001
14,0.8455832605080446,1.3314591266892173,0.001
15,0.8327480922977066,1.395219239321622,0.001
16,0.8706740744045911,1.2938049175522544,0.001
17,0.8193939725400529,1.3633119815046137,0.001
18,0.8144539324020621,1.484000427939675,0.0005
19,0.7681483904079854,1.5739091684601523,0.0005
20,0.7541063902589674,1.553475349599665,0.0005
21,0.7385230253077157,1.6262831716103987,0.0005
22,0.8089674794825057,1.5919497173482722,0.0005
23,0.7739111639429386,1.5664463676105846,0.0005
24,0.7568836097860865,1.6152863790772178,0.0005
25,0.760018031967423,1.6012340944463557,0.0005
