epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_balanced_accuracy,lr
1,2.4047916792452146,1.1231161854483864,0.31070287539936103,0.16363636363636364,0.33286224431854033,0.001
2,1.0785527579700604,1.1245047044754028,0.476038338658147,0.509090909090909,0.35944302136304557,0.001
3,1.0345722954874983,1.1676626088402489,0.5223642172523961,0.5272727272727272,0.3830752859131766,0.001
4,0.9947495761389931,1.2125263344157826,0.5375399361022364,0.4072727272727273,0.36164283881605236,0.001
5,0.9774899598889457,1.1595922907915983,0.5079872204472844,0.4218181818181818,0.3714894404556104,0.001
6,0.9179419284811416,1.2999649234251542,0.5503194888178914,0.41818181818181815,0.35269004445902574,0.001
7,0.9368306971586551,1.1684770232980901,0.5638977635782748,0.44,0.3790605139076413,0.001
8,0.8604315671677025,1.353897066116333,0.5958466453674122,0.509090909090909,0.3815379373872226,0.001
9,0.8297574063078664,1.338188705444336,0.6230031948881789,0.48363636363636364,0.3674704622981573,0.0005
10,0.7917993725679172,1.3569462728500366,0.6134185303514377,0.5127272727272727,0.38622989985152284,0.0005
11,0.7216073594535121,1.5267476927150379,0.6541533546325878,0.5563636363636364,0.4028547153066075,0.0005
12,0.7076889952531638,1.6462688567421653,0.6629392971246006,0.5963636363636363,0.41470134218307697,0.0005
13,0.6786161504995328,1.477556037902832,0.6797124600638977,0.49818181818181817,0.37935704761784583,0.0005
14,0.6349619051899773,1.540660355307839,0.7148562300319489,0.5236363636363637,0.37226337240848467,0.0005
15,0.5996477760065096,1.9169096331162887,0.7116613418530351,0.5963636363636363,0.39354019188465045,0.0005
16,0.6325715427962355,1.7785562567277389,0.7180511182108626,0.5309090909090909,0.3605723731529735,0.0005
17,0.5706807475882216,1.9972519597140226,0.7284345047923323,0.5054545454545455,0.32840372328567763,0.00025
18,0.5503738665352234,2.120400624708696,0.7452076677316294,0.6036363636363636,0.39493663432135845,0.00025
19,0.52434892635852,2.1174476528167725,0.7611821086261981,0.610909090909091,0.3913193436720548,0.00025
20,0.5043844803453634,2.251834344863892,0.7635782747603834,0.6072727272727273,0.37753368076148175,0.00025
21,0.48211630518301224,2.244594860943881,0.7699680511182109,0.610909090909091,0.3812918775000315,0.00025
22,0.48756619768972975,2.3193273717706853,0.7723642172523961,0.6145454545454545,0.39609753225066985,0.00025
23,0.4917546795984617,2.422558781883933,0.7875399361022364,0.64,0.3940175901273202,0.00025
24,0.44609122140148577,2.357614805915139,0.8027156549520766,0.6327272727272727,0.3825074554042743,0.00025
25,0.4326553326100111,2.601611357602206,0.792332268370607,0.6581818181818182,0.40158866357935114,0.000125
26,0.4357190786268764,2.4622024579481647,0.7987220447284346,0.6181818181818182,0.38370831177680476,0.000125
27,0.4125404061910253,2.495680501244285,0.8123003194888179,0.6218181818181818,0.385426524835224,0.000125
